Comune;Provincia;Tipologia;Stelle;Nome;Telefono;Indirizzo;CAP;Citta;Sigla provincia;Indirizzo posta elettronica;Indirizzo internet;Codice esercizio;Id;Latitudine;Longitudine
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LOCANDA I CHERUBINI;3476264284;Via G. Verdi, 13;50122;Firenze;FI;info@locandaicherubini.it;;048017ALL0145;10181;437699805999999;112613219999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LORENZO;3202617103;Via Pacinotti, 22;50131;Firenze;FI;beblorenzo@libero.it;;048017ALL0142;8844;437841874;112727909
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LORENZO & LORENZO SAN NICCOLO';389 0108370 / 339 1554694;Via San Niccolò, 63;50125;Firenze;FI;lorenzoelorenzo@libero.it;www.bedandbreakfastflorence.biz/;048017ALL0408;22778;437642711;112612706
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LUCI 60;550948535;VIA CITTADELLA, 22;50144;Firenze;FI;lucifirenze@hotmail.com;;048017ALL0274;20298;437811147;112438387
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LUCI A FIRENZE;55683431;VIA GIOVANNI DALLE BANDE NERE, 13;50126;Firenze;FI;;;048017ALL0252;19675;437622136;112846623
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LUCIANI OLGA;55689228;Via Uguccione della Faggiola, 28;50126;Firenze;FI;info@soggiornoluciani.it;www.soggiornoluciani.it;048017ALL0011;10102;437607263;112867083
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;LUCRETIA HOUSE;55264329;VIA PALAZZUOLO, 28;50123;Firenze;FI;info@lucretiahouse.it;www.lucretiahouse.it;048017ALL0389;22712;437729598;112480495
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MAISON ORANGE;3283065069;VIA DEI LEONI, 10;50122;Firenze;FI;alessandro.arancio@gmail.com;;048017ALL0266;20230;437689198;112571348
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MANDELA FLORENCE;;VIALE ENRICO CIALDINI, 3;50137;Firenze;FI;arch.benedetti@gmail.com;;048017ALL0393;22735;437764618;112878859
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARIAM;;VIA FRATELLI DANDOLO, 5;50135;Firenze;FI;;;048017ALL0298;20789;437729636;112854632
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARTELLI SBRACI;55218400;Piazza del Carmine, 18;50124;Firenze;FI;pupamartelli@alice.it;;048017ALL0138;10176;437684639;112435639999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARTINDAGO;555383854;Corso dei Tintori, 6;50122;Firenze;FI;info@martindago.it;www.martindago.com;048017ALL0232;19085;437673637;112604181
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARTINI MARGHERITA;55240374;Via Fossombroni, 6;50136;Firenze;FI;info@bbfirenzemartini.it;www.bbfirenzemartini.it;048017ALL0028;10109;437735231;112728332
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARVIN;3393051034;Via del Lasca, 19;50133;Firenze;FI;sonincontri@libero.it;;048017ALL0240;19187;437865052999999;112728704
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MARY;3345800873;Via Boccaccio, 60;50133;Firenze;FI;info@affittacameremary.it;www.affittacameremary.it;048017ALL0137;10175;437898695;112727394999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MEL;55357551;VIA OTTORINO RESPIGHI, 8;50127;Firenze;FI;affittacameremel@gmail.com;www.affittacamere-mel.it;048017ALL0358;22134;437897165;112223582
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MICRI';;VIA PISANA, 182;50143;Firenze;FI;vittoria.steduto@virgilio.it;;048017ALL0381;22632;437722765;112277407
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MILTON;55499389;Viale Milton, 39;50129;Firenze;FI;miltonart@gmail.com;;048017ALL0334;21662;437844104;112561696
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MILTONTRE;3284110544;Viale Giovanni Milton, 3;50129;Firenze;FI;info@miltontre.it;www.miltontre.it;048017ALL0230;18924;437857834;112616481999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MONTE OLIVETO;552313484;Via D. Burchiello, 67;50124;Firenze;FI;info@bebmonteoliveto.it;;048017ALL0148;10184;437681934;112368606999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MONTEVERDI;3455154614;VIA CLAUDIO MONTEVERDI, 19;50144;Firenze;FI;bbmonteverdi@gmail.com;;048017ALL0338;21657;437863499;112331729
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MY EASY FLAT;3381694132;VIA DEI MACCI, 58;50122;Firenze;FI;myeasyflat@gmail.com;;048017ALL0265;20228;437693401;112654259
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;MY FRIENDS;552382748;Via Faenza, 66;50123;Firenze;FI;nadina.zizzari@hotmail.com;www.myfriendsroomrent.com;048017ALL0032;10112;43778918172401;112505364418029
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;NINNA NANNA;55473821;Via San Zanobi, 37;50129;Firenze;FI;nannabeb@gmail.com;www.garden-florence-bb.com;048017ALL0050;10122;437790094709692;11255318119049
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;NOVELLA ITALY;3891206552;VIA GUIDO MONACO, 25;50144;Firenze;FI;info@novellaitaly.com;;048017ALL0247;19370;437811793;112433198
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;OGNISSANTI 67;;BORGO OGNISSANTI, 67;0;Firenze;FI;ognissanti67@gmail.com;;048017ALL0377;22559;437740519;112431936
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;OLIVER;3663758809;Via Camillo Barni, 54/g;50125;Firenze;FI;direzione@oliverbb.com;www.oliverbb.com;048017ALL0313;20932;43740172;112333095
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ORIUOLO 30;3483415703   3477784229;VIA DELL'ORIUOLO, 30;50121;Firenze;FI;residenzaoriuolo@yahoo.it;;048017ALL0367;22300;437725585;112589542
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ORSINI;55689327;Viale Europa, 127;50126;Firenze;FI;orsini463@hotmail.com;www.residenceorsini.it;048017ALL0007;12596;437567548;112962653999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PANELLA GIUSEPPE;552347202;Via della Pergola, 42;50121;Firenze;FI;panella_residence@yahoo.it;www.panellasresidence.com;048017ALL0022;10106;437746550999999;112625916999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PICARO INN;55213581;Piazza San Martino, 3;50122;Firenze;FI;info@picaroinn.com;www.picaroinn.com;048017ALL0136;10174;437708708999999;112568587999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PINOCCHIO ALLE VILLE DE MEDICI;3331240242;VIA REGINALDO GIULIANI, 416;50141;Firenze;FI;bbpvm@archizr.it;;048017ALL0251;19526;438146567;112295696
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;POLIS;55483210;Via San Zanobi, 15;50129;Firenze;FI;gaspol@libero.it;;048017ALL0216;18367;43778218;11254544
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PRADA HOUSE;;VIA NAZIONALE, 35;50123;Firenze;FI;;;048017ALL0304;20859;437777835;112529022
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;PRIVATE SANCTUARY AFFITTACAMERE;;PIAZZA PIATTELLINA, 2;50124;Firenze;FI;;;048017ALL0406;22780;437683865;112432043
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;QUIET HAVEN IN SAN LORENZO;3663267374;Via Ginori, 29;50129;Firenze;FI;artanramaj@hotmail.com;;048017ALL0309;20861;437761235;112554868
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;QUIET ROOMS;3314213055;VIA GIOVANNI INGHIRAMI, 15;0;Firenze;FI;quietroomsaffittacamere@gmail.com;;048017ALL0302;20824;437847634;112795543
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RAMINGA'S HOUSE;;VIA ROMANA, 26;50125;Firenze;FI;;;048017ALL0368;22343;437635576;112450684
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;REDI;3206307723;Viale Redi, 197;50144;Firenze;FI;giulitorracchi19@gmail.com;;048017ALL0342;21827;437887319;112294328
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RELAIS ACCADEMIA;552382169;Via Ricasoli, 29;50122;Firenze;FI;info@relaisaccademia.it;www.relaisaccademia.it;048017ALL0159;10194;437756878451121;112575852870941
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RELAIS GRAND TOUR;55283955;Via Santa Reparata, 21;50129;Firenze;FI;info@abacusreservations.com;www.florencegrandtour.com;048017ALL0016;10104;437795618999999;11257087
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RESIDENZA FALORNI;552320447;VIA DEL GELSOMINO, 82;50125;Firenze;FI;patrizio.falorni@gmail.com;;048017ALL0370;22372;437503812;11239127
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RESIDENZA IL POGGETTO;554222478;VIA TADDEO ALDEROTTI, 26/b;50139;Firenze;FI;residenza.ilpoggetto@gmail.com;;048017ALL0250;19498;437971506;112449301
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RESIDENZA LA STAZIONE;55290081;PIAZZA DELLA STAZIONE, 2;50123;Firenze;FI;nocentinicarlo@gmail.com;;048017ALL0395;22755;437765846;112497077
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RESIDENZA OLTRARNO;3496434924;VIALE RAFFAELLO SANZIO, 2;50124;Firenze;FI;residenza.oltrarno@gmail.com;www.residenzaoltrarno.it;048017ALL0186;15279;437711927;112330825
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RIFREDI;55418043;Via di Rifredi, 10;50134;Firenze;FI;bb.rifredi@yahoo.it;www.bb-rifredi.it;048017ALL0103;12625;437958154;112400236
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;RULLAN'S GUEST HOUSE;3332800852;VIA TORCICODA, 61;50142;Firenze;FI;alerul@tiscali.it;;048017ALL0331;21702;43776386;112161965
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SAHANA HOUSE;3409317599;VIA GIUSEPPE GRANDI, 8;50127;Firenze;FI;sahana@firenzebandb.it;;048017ALL0290;20671;437922121;11221354
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SAN DONATO;3471529809;Via Bertolino, 3;50127;Firenze;FI;marzocchi.franco@fastwebnet.it;;048017ALL0366;22303;438038139;112240441
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SANDRA;55461675;Viale Giovanni Lami, 50;50134;Firenze;FI;sandrabbfirenze@gmail.com;;048017ALL0110;10155;437880149;112525928
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SAN JACOPINO N. 26;3478028787;Via San Jacopino, 26;50144;Firenze;FI;sonialiuzzi@virgilio.it;;048017ALL0221;18626;437850818;112415575
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SAN MARCO VECCHIO;55473757;Vicolo San Marco Vecchio, 26;50139;Firenze;FI;;;048017ALL0214;18299;437972783;112652885
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SBARAGLI MARGHERITA;555000273;Via F. Caracciolo, 45;50133;Firenze;FI;davidbicci@gmail.com;;048017ALL0243;19216;437929809;112734081
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SCALA APARTMENT FRANCESCO;;VIA DELLA SCALA, 71;0;Firenze;FI;;;048017ALL0373;22412;4377562;1124547
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SCALA GARDEN;;VIA DELLA SCALA, 73;50123;Firenze;FI;chanel.shen101@gmail.com;;048017ALL0378;22561;437753899;11245718
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SENAPE;3389945152;Via delle Ruote, 18;50129;Firenze;FI;senape18@gmail.com;;048017ALL0229;18886;437806843;112574637
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SETTEMBRINI;55487301;Via L. Settembrini, 5;50133;Firenze;FI;franco_bensi@fastwebnet.it;;048017ALL0175;12813;437878103;112672417
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SILVANI 123;559330382;Via Ugo Moschi, 8;50125;Firenze;FI;info@silvani123.com;www.silvani123.com;048017ALL0207;17971;437390967;112342578
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SILVESTRI;3337447978;Via Nazioni Unite, 21;50126;Firenze;FI;;;048017ALL0095;10148;437623050999999;112975698999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SLEEP WELL FIRENZE;3311098461;Via Ricasoli, 55;50121;Firenze;FI;grantenore@naver.com;cafe.naver.com/sleepwellfirenze.cafe;048017ALL0201;17895;437687324;112569013
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SOFY;;Via Baccio da Montelupo, 140;50142;Firenze;FI;;;048017ALL0108;10153;437690958;111921818
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SOGGIORNO ARCOBALENO;3388448518;VIA SAN ZANOBI, 43;50129;Firenze;FI;soggiornoarcobalenofirenze@gmail.com;;048017ALL0294;20761;437791555;11255301
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SOGGIORNO LIVI SLEEP IN FLORENCE;3289267230;Via Faenza, 20;50123;Firenze;FI;;;048017ALL0045;10118;43775475;112524371999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SOGGIORNO S.REPARATA;552654536;Via Santa Reparata, 27;50129;Firenze;FI;info@soggiornosantareparata.it;www.soggiornosantareparata.it;048017ALL0060;10126;437796932999999;112572545999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;STANZE DEL DAVID PLACE;559060164;Via dei Tavolini, 5;50122;Firenze;FI;info@stanzedeldavid.it;www.stanzedeldavid.it;048017ALL0225;18836;437708428;112555831
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;STRANGE UNCLE;3200495708;VIA DELLA STUFA, 5;50123;Firenze;FI;deluca35@libero.it;;048017ALL0409;22782;437756952;112546776
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SUNFLOWER;3405040721;VIA DELLA SCALA, 41;50123;Firenze;FI;giannirov@gmail.com;;048017ALL0352;22070;437745697;112468763
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SUN HOUSE;;Via Cimabue, 6;50121;Firenze;FI;;;048017ALL0429;23033;437676212;112726511
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SUORE OBLATE DELLO SPIRITO SANTO;552398202;Via Nazionale, 8;50123;Firenze;FI;;;048017ALL0026;10108;437763925;112511334999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;SWEET HOME SAVONAROLA;550115666;VIA ANTONIO GIACOMINI, 29;50132;Firenze;FI;srobert@gmail.com;;048017ALL0280;20491;437843794;112649552
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;THE BLACK SHEEP;3383394681;Via della Scala, 53;50123;Firenze;FI;blacksheepidea@hotmail.it;www.blacksheepidea.com;048017ALL0171;12628;437749949999999;112463183
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;TORRE MANNELLI FLORENCE;3358112140;VIA DEI BARDI, 56/58/60;50125;Firenze;FI;milva.fusi@gmail.com;www.torremannellisauites.com;048017ALL0339;21750;437671956;112535048
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;TORRIGIANI;3486019249;VIA DELLA CHIESA, 77;50125;Firenze;FI;info@bbtorrigiani.it;www.bbtorrigiani.it;048017ALL0283;20606;4376664;1124371
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;TRE GIGLI;3288424325;Via Palazzuolo, 55;50124;Firenze;FI;info@tregigli.it;www.tregigli.it;048017ALL0070;10132;437738596052747;112458787891499
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ULIVI DI CASTELLO;55450219;VIA DELLA COVACCHIA, 16;50141;Firenze;FI;ulividicastello@gmail.com;www.ulividicastello.it;048017ALL0253;19661;438244895248775;112335368656066
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;UNO FIRENZE;;PIAZZA INDIPENDENZA, 22;50129;Firenze;FI;;;048017ALL0401;22757;437809063;112546889
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VANESSA;55213057;Via Nazionale, 7;50123;Firenze;FI;weidan.zhu@yahoo.it;;048017ALL0228;18887;437763492;112508482
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VANNINI GIANMARIA;55496280;Via Guido Monaco, 32;50144;Firenze;FI;;;048017ALL0140;10177;437815146;112427817
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VENTURA;3913735225;VIA SER VENTURA MONACHI, 7;0;Firenze;FI;ricche91@hotmail.it;;048017ALL0353;22088;43762707;112715896
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VERONIQUE;3331503014;Via Porta Rossa, 6;50123;Firenze;FI;liubi84@yahoo.it;;048017ALL0206;17968;437702543;112550238
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VERSO FIRENZE B&B;;Via Reims, 10/2;50126;Firenze;FI;laura@versofirenze.com;;048017ALL0428;23032;437621031;112925486
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VIADIMEZZO;552346400;Via di Mezzo, 35;50121;Firenze;FI;viadimezzo35@gmail.com;;048017ALL0191;17188;437722879;112633539
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VICTORY HOUSE;;Lungarno del Pignone, 1;50142;Firenze;FI;;;048017ALL0383;22595;437743987;112334024
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VIGNA VECCHIA PALACE;3483952682;VIA DELLA VIGNA VECCHIA, 3;50122;Firenze;FI;vignavecchiapalace@gmail.com;;048017ALL0329;21674;437700989;112600219
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA IL GIGLIO DI FIRENZE;55587304;VIA IACOPONE DA TODI, 28/30;50133;Firenze;FI;faliero@alice.it;www.villailgigliodifirenze.it;048017ALL0279;20485;437924369;112841987
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA MALAVOLTA;3493602328;Via del Podestà , 69;50125;Firenze;FI;donamei@villamalavolta.com;;048017ALL0163;10198;437457175;112330417
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA POGGIOBELLO;3348371891;VIA SUOR MARIA CELESTE, 38;50125;Firenze;FI;info@poggiobellofirenze.com;www.poggiobellofirenze.com;048017ALL0413;22797;43742564;112439804
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLA VANDA;55486150;VIA BOLOGNESE, 21;0;Firenze;FI;info@villavanda.it;www.villavanda.it;048017ALL0387;22700;437885421;112626353
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLE MEDICEE B&B CASTELLO;55454823;Via delle Panche, 209;50141;Firenze;FI;emimail230@yahoo.it;;048017ALL0169;10202;438110858;112342127
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VILLINO DEGLI ARTISTI;3335289130;VIA DEGLI ARTISTI, 14;50132;Firenze;FI;villinodegliartisti@gmail.com;www.villinodegliartisti.it;048017ALL0259;19678;4377931;1126837
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;VIOLET'S HOUSE;3279987739;VIA GIUSEPPE MONTANELLI, 1;0;Firenze;FI;violetapartment2013@gmail.com;;048017ALL0361;22223;437789661;112522075
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;WINNIE;3476365225;Via Pistoiese, 409/D;50145;Firenze;FI;;;048017ALL0149;10185;437933573999999;111619077999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;YOON FIRENZE;3331119302;Borgo Ognissanti, 29;50121;Firenze;FI;s6965s@naver.com;;048017ALL0205;17910;43772551;112454748
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ZIP;55210493;VIA SANT'ANTONINO, 1;50123;Firenze;FI;bbzipflorence@gmail.com;www.bbzipflorence.com;048017ALL0269;20152;437751803629364;112508395576721
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Alloggi Privati;0;ZULA;559335921;VIA BERNARDINO RAMAZZINI, 7;0;Firenze;FI;info@zulabnb.it;www.zulabnb.it;048017ALL0300;20798;437695604;112558136
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Campeggi;1;VILLA CAMERATA;55601451;Viale Augusto Righi, 2/4;0;Firenze;FI;firenze@aighostels.it;;048017CAM0002;10240;437853878;112936280999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Campeggi;2;MICHELANGELO;556811977;Viale Michelangelo, 80;50125;Firenze;FI;michelangelo@ecvacanze.it;www.ecvacanze.it;048017CAM0001;10239;438372291;111960943999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;ASSOCIAZIONE ROBERT F. KENNEDY;555389250;Via Ghibellina, 12/A;50122;Firenze;FI;intlhouse@rfkhumanrights.org;www.rfkennedyeurope.org;048017CAF0051;19148;43768899;112679948
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA BETANIA;552286191;VIA DEI SERRAGLI, 127;50124;Firenze;FI;casabetania127@gmail.it;;048017CAF0053;19497;437640689;112437591
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA DEL SS. ROSARIO;55321171;Via Guido Monaco, 24;50144;Firenze;FI;;;048017CAF0004;10205;43780913;112440001
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA DON SECCHIAROLI;55578100;Via Borghini, 23/25;50133;Firenze;FI;info@casadonsecchiaroli.com;www.casadonsecchiaroli.com;048017CAF0040;10234;437886913672001;11267831325531
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA MADONNA DEL ROSARIO;055679621 - 055678169;Via Capo di Mondo, 44;50136;Firenze;FI;info@madonnadelrosario.it;www.madonnadelrosario.it;048017CAF0005;10206;437728703;112769413
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA REGINA DEL SANTO ROSARIO;552477636;Via G. Giusti, 35;50124;Firenze;FI;crsrfirenze@gmail.com;;048017CAF0006;10207;437769548999999;112644923
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASA SANTO NOME DI GESU';55213856;Piazza del Carmine, 21;50124;Firenze;FI;info@fmmfirenze.it;www.fmmfirenze.it;048017CAF0007;10208;437686226;112434974
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CASAURORA;55412014;VIUZZO DEL PERGOLINO, 8;50139;Firenze;FI;contabilita@villaaurora.it;;048017CAF0054;20490;43804643;112513586
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CENTRO STUDI CISL;555032111;Via della Piazzola, 71;50124;Firenze;FI;segreteria@centrostudi-cisl.it;www.centrostudi.cisl.it;048017CAF0009;10210;437687323999999;112569013
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CENTRO TECNICO FEDERALE;556120230;Via Gabriele D'Annunzio, 138;50135;Firenze;FI;azzurra.coverciano@tin.it;www.hotelcoverciano.com;048017CAF0010;10211;437809597;11302221
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CHANCELLERIE DES UNIVERSITES VILLA FINALY;55463101;Via Bolognese, 134R;50124;Firenze;FI;villafinaly@villafinaly.sorbonne.fr;;048017CAF0041;10235;438163603;11280161
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CONSERVATORIO S. MARIA DEGLI ANGELI;552478051;Via della Colonna, 34;50121;Firenze;FI;accoglienza@conservatorioangeli.it;www.conservatorioangeli.it;048017CAF0037;10231;437754582;11263405
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CONVITTO DEL CONSERVATORIO DELLE MANTELLATE;55476057;Via San Gallo, 105;50129;Firenze;FI;conservatoriomantellate@tin.it;;048017CAF0050;18769;437825302;112608306
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;CONVITTO DELLA CALZA OLTRARNO MEETING CENTER CASA;55222287;Piazza della Calza, 6;50125;Firenze;FI;calza@calza.it;www.calza.it;048017CAF0036;10230;437610043999999;112419870999999
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;C.S.D. ISTITUTO GOULD;55212576;Via dei Serragli, 49;50124;Firenze;FI;foresteriafirenze@diaconiavaldese.org;www.istitutogould.it;048017CAF0012;10212;437666366999999;112452141
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;ISTITUTO ALFA NUOVA;055472883 - 055476280;Via E. Poggi, 6;50129;Firenze;FI;pace.carmine@yahoo.it;;048017CAF0001;10204;43781371;112548607
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;ISTITUTO DEL SACRO CUORE;556811872;Viale Michelangelo, 27;50125;Firenze;FI;info@sacrocuore.com;www.sacrocuore.com;048017CAF0016;10216;438376858;111965014
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;ISTITUTO FIGLIE DI S. ANNA;55496518;Via della Fortezza, 11/13;50129;Firenze;FI;fsafirenze@gmail.com;;048017CAF0049;18770;437797193;112516062
FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Case per Ferie;0;ISTITUTO SALESIANO DELL'IMMACOLATA;5562300;Via del Ghirlandaio, 40;50121;Firenze;FI;info@salesianifirenze.it;www.salesianifirenze.it;048017CAF0017;10217;437686625999999;112762919
